State,District,Market,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Recommendable Price
Himachal Pradesh,Kullu,Kullu,Brinjal,Other,FAQ,20,25,22,30
Himachal Pradesh,Mandi,Mandi(Mandi),Ber(Zizyphus/Borehannu),Other,Medium,20,45,35,30
Himachal Pradesh,Mandi,Mandi(Mandi),Bitter gourd,Bitter Gourd,FAQ,60,60,60,90
Himachal Pradesh,Mandi,Mandi(Mandi),Capsicum,Capsicum,FAQ,25,35,30,37.5
Himachal Pradesh,Mandi,Mandi(Mandi),French Beans (Frasbean),French Beans (Frasbean),FAQ,28,40,35,42
Himachal Pradesh,Mandi,Mandi(Mandi),Grapes,Other,Medium,60,115,90,90
Himachal Pradesh,Mandi,Mandi(Mandi),Lemon,Lemon,FAQ,40,60,50,60
Himachal Pradesh,Mandi,Mandi(Mandi),Onion Green,Onion Green,FAQ,15,20,17,22.5
Himachal Pradesh,Mandi,Mandi(Mandi),Potato,Potato,FAQ,8,10,9,12
Himachal Pradesh,Mandi,Mandi(Mandi),Raddish,Raddish,FAQ,5,10,7,7.5
Himachal Pradesh,Mandi,Mandi(Mandi),Spinach,Other,FAQ,2,5,3.5,3
Himachal Pradesh,Shimla,Shimla,Bhindi(Ladies Finger),Bhindi,FAQ,60,70,60,90
Himachal Pradesh,Shimla,Shimla,Bitter gourd,Bitter Gourd,FAQ,60,70,60,90
Himachal Pradesh,Shimla,Shimla,Onion,1st Sort,FAQ,28,30,28,42
Himachal Pradesh,Shimla,Shimla,Pomegranate,Other,Medium,120,150,120,180
Himachal Pradesh,Shimla,Shimla,Turnip,Other,FAQ,15,20,15,22.5
Himachal Pradesh,Solan,Solan,Banana,Other,Medium,23,38,31,34.5
Himachal Pradesh,Solan,Solan,Bhindi(Ladies Finger),Other,FAQ,55,70,60,82.5
Himachal Pradesh,Solan,Solan,Capsicum,Capsicum,FAQ,21,30,28,31.5
Himachal Pradesh,Solan,Solan,Colacasia,Other,FAQ,42,45,45,63
Himachal Pradesh,Solan,Solan,Cucumbar(Kheera),Other,FAQ,20,25,24,30
Himachal Pradesh,Solan,Solan,Potato,Other,FAQ,7.5,9,8,11.25
Himachal Pradesh,Solan,Solan,Raddish,Other,FAQ,8,10,9,12
Himachal Pradesh,Solan,Solan,Spinach,Other,FAQ,8,10,10,12
Himachal Pradesh,Solan,Solan(Nalagarh),Coriander(Leaves),Other,FAQ,12,18,15,18
Himachal Pradesh,Solan,Solan(Nalagarh),Cucumbar(Kheera),Other,FAQ,25,30,28,37.5
Himachal Pradesh,Solan,Solan(Nalagarh),French Beans (Frasbean),Other,FAQ,40,45,43,60
Himachal Pradesh,Solan,Solan(Nalagarh),Ginger(Green),Green Ginger,FAQ,38,40,39,57
Himachal Pradesh,Solan,Solan(Nalagarh),Guava,Other,Medium,35,38,37,52.5
Himachal Pradesh,Solan,Solan(Nalagarh),Onion,Other,FAQ,24,26,25,36
Himachal Pradesh,Solan,Solan(Nalagarh),Tomato,Other,FAQ,17,20,18,25.5
Himachal Pradesh,Una,Santoshgarh,Coriander(Leaves),Coriander,FAQ,10,11,10.5,15
Himachal Pradesh,Una,Santoshgarh,Cucumbar(Kheera),Cucumbar,FAQ,25,25,25,37.5
Himachal Pradesh,Una,Santoshgarh,Potato,Jyoti,FAQ,9,10,9.5,13.5
Himachal Pradesh,Una,Santoshgarh,Turnip,Other,FAQ,6,6,6,9
Jammu and Kashmir,Anantnag,Kulgam,Carrot,Carrot,FAQ,15,16,15.5,22.5
Jammu and Kashmir,Jammu,Batote,Cabbage,Other,FAQ,12,14,13,18
Jammu and Kashmir,Kathua,Kathua,Cabbage,Other,FAQ,4,5,4.5,6
Jammu and Kashmir,Kathua,Kathua,Cucumbar(Kheera),Other,FAQ,30,35,32.5,45
Jammu and Kashmir,Kathua,Kathua,Knool Khol,Other,FAQ,4,5,4.5,6
Jammu and Kashmir,Kathua,Kathua,Onion,Other,FAQ,25,26,25.5,37.5
Jammu and Kashmir,Kathua,Kathua,Papaya,Other,Medium,35,38,36.5,52.5
Jammu and Kashmir,Kathua,Kathua,Pumpkin,Other,FAQ,23,24,23.5,34.5
Jammu and Kashmir,Kathua,Kathua,Raddish,Other,FAQ,4,5,4.5,6
Jammu and Kashmir,Kathua,Kathua,Tomato,Other,FAQ,13,14,13.5,19.5
Jammu and Kashmir,Rajouri,Rajouri (F&V),Bottle gourd,Other,FAQ,30,32,31,45
Jammu and Kashmir,Rajouri,Rajouri (F&V),Grapes,Other,Medium,90,94,92,135
Jammu and Kashmir,Udhampur,Udhampur,Bitter gourd,Bitter Gourd,FAQ,60,65,62,90
Jammu and Kashmir,Udhampur,Udhampur,Cucumbar(Kheera),Other,FAQ,25,28,26,37.5
Jammu and Kashmir,Udhampur,Udhampur,Knool Khol,Other,FAQ,12,18,15,18
Jammu and Kashmir,Udhampur,Udhampur,Papaya,Papaya,Medium,40,45,42,60
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Alsandikai,Alsandikai,FAQ,28,30,29,42
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana - Green,Banana - Green,FAQ,16,18,17,24
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Brinjal,Brinjal,FAQ,28,32,30,42
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Carrot,Carrot,FAQ,42,50,46,63
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cucumbar(Kheera),Cucumbar,FAQ,9,11,10,13.5
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Raddish,Raddish,FAQ,16,20,18,24
Karnataka,Chamrajnagar,Chamaraj Nagar,Beans,Beans (Whole),FAQ,10,15,12.5,15
Karnataka,Chamrajnagar,Gundlupet,Alasande Gram,Alasande Gram,FAQ,73,73,73,109.5
Karnataka,Chamrajnagar,Gundlupet,Coconut,Grade-I,FAQ,250,250,250,375
Karnataka,Chamrajnagar,Gundlupet,Green Chilli,Green Chilly,FAQ,26,30,28,39
Karnataka,Chamrajnagar,Gundlupet,Tomato,Tomato,FAQ,13,15,14,19.5
Karnataka,Hassan,Arasikere,Elephant Yam (Suran),Elephant Yam (Suran),FAQ,18,68,33,27
Karnataka,Kolar,Bangarpet,Beetroot,Beetroot,FAQ,8,18,15,12
Karnataka,Kolar,Bangarpet,Cauliflower,Local,FAQ,6,15,10,9
Karnataka,Kolar,Bangarpet,Cucumbar(Kheera),Cucumbar,FAQ,6,10,7.5,9
Karnataka,Kolar,Bangarpet,Onion,Onion,FAQ,20,40,30,30
Karnataka,Kolar,Bangarpet,Rice,Broken Rice,FAQ,20,30,27,30
Karnataka,Kolar,Bangarpet,Tomato,Tomato,FAQ,2.5,6,3.5,3.75
Karnataka,Kolar,Chintamani,Beans,Beans (Whole),FAQ,20,30,25,30
Karnataka,Kolar,Chintamani,Onion,Onion,FAQ,20,30,25,30
Karnataka,Kolar,Chintamani,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,15,25,20,22.5
Karnataka,Kolar,Kolar,Chapparad Avare,Chapparada Avarekai,FAQ,20,30,26,30
Karnataka,Kolar,Kolar,Chilly Capsicum,Chilly Capsicum,FAQ,20,30,25,30
Karnataka,Kolar,Kolar,Green Avare (W),Green Avare (W),FAQ,20,30,26,30
Karnataka,Mysore,Mysore (Bandipalya),Beetroot,Beetroot,FAQ,4,6,5,6
Karnataka,Mysore,Mysore (Bandipalya),Cabbage,Cabbage,FAQ,6,8,7,9
Karnataka,Mysore,Mysore (Bandipalya),Carrot,Carrot,FAQ,28,30,29,42
Karnataka,Mysore,Mysore (Bandipalya),Drumstick,Drumstick,FAQ,80,100,90,120
Karnataka,Mysore,Mysore (Bandipalya),Thondekai,Thondekai,FAQ,20,22,21,30
Karnataka,Mysore,Piriya Pattana,Ginger(Green),Green Ginger,FAQ,14,15,14.5,21
Karnataka,Mysore,Piriya Pattana,Maize,Hybrid/Local,FAQ,22,23,22.5,33
Kerala,Alappuzha,Alappuzha,Amaranthus,Other,FAQ,40,50,45,60
Kerala,Alappuzha,Aroor,Beetroot,Other,FAQ,50,52,51,75
Kerala,Alappuzha,Aroor,Brinjal,Other,FAQ,45,47,46,67.5
Kerala,Alappuzha,Aroor,Cabbage,Other,FAQ,38,40,39,57
Kerala,Alappuzha,Aroor,Capsicum,Other,FAQ,80,82,81,120
Kerala,Alappuzha,Aroor,Carrot,Other,FAQ,60,62,61,90
Kerala,Alappuzha,Chengannur,Banana - Green,Banana - Green,FAQ,68,72,70,102
Kerala,Alappuzha,Chengannur,Bottle gourd,Other,FAQ,12,16,15,18
Kerala,Alappuzha,Chengannur,Brinjal,Brinjal,FAQ,38,43,40,57
Kerala,Alappuzha,Chengannur,Coconut,Big,FAQ,69,72,70,103.5
Kerala,Alappuzha,Chengannur,Cucumbar(Kheera),Other,FAQ,19,22,20,28.5
Kerala,Alappuzha,Chengannur,Drumstick,Other,FAQ,115,122,120,172.5
Kerala,Alappuzha,Chengannur,Onion,Onion,FAQ,39,42,40,58.5
Kerala,Alappuzha,Chengannur,Potato,Potato,FAQ,34,37,35,51
Kerala,Alappuzha,Cherthala,Ashgourd,Other,FAQ,22,24,23,33
Kerala,Alappuzha,Cherthala,Cabbage,Cabbage,FAQ,40,42,41,60
Kerala,Alappuzha,Cherthala,Cauliflower,Cauliflower,FAQ,38,40,39,57
Kerala,Alappuzha,Cherthala,Cowpea(Veg),Cowpea (Veg),FAQ,38,40,39,57
Kerala,Alappuzha,Cherthala,Green Chilli,Green Chilly,FAQ,48,50,49,72
Kerala,Alappuzha,Cherthala,Little gourd (Kundru),Other,FAQ,32,34,33,48
Kerala,Alappuzha,Cherthala,Potato,Chips,FAQ,45,47,46,67.5
Kerala,Alappuzha,Kayamkulam,Amphophalus,Other,FAQ,45,47,46,67.5
Kerala,Alappuzha,Kayamkulam,Ashgourd,Other,FAQ,14,16,15,21
Kerala,Alappuzha,Kayamkulam,Cucumbar(Kheera),Other,FAQ,11,13,12,16.5
Kerala,Alappuzha,Kayamkulam,Ginger(Green),Other,FAQ,37,39,38,55.5
Kerala,Alappuzha,Madhavapuram,Amaranthus,Other,FAQ,27,30,28,40.5
Kerala,Alappuzha,Mannar,Brinjal,Other,FAQ,40,42,41,60
Kerala,Alappuzha,Mannar,Drumstick,Other,FAQ,110,113,112,165
Kerala,Alappuzha,Mannar,Onion,Small,FAQ,70,72,71,105
Kerala,Alappuzha,Mannar,Snakeguard,Other,FAQ,40,43,42,60
Kerala,Alappuzha,Mannar,Tomato,Other,FAQ,40,42,41,60
Kerala,Ernakulam,Aluva,Ashgourd,Ashgourd,FAQ,8,20,14,12
Kerala,Ernakulam,Aluva,Banana,Palayamthodan,Medium,30,32,31,45
Kerala,Ernakulam,Aluva,Bitter gourd,Bitter Gourd,FAQ,30,40,35,45
Kerala,Ernakulam,Aluva,Carrot,Carrot,FAQ,45,60,53,67.5
Kerala,Ernakulam,Aluva,Elephant Yam (Suran),Other,FAQ,46,60,53,69
Kerala,Ernakulam,Aluva,Ginger(Green),Green Ginger,FAQ,30,60,45,45
Kerala,Ernakulam,Aluva,Green Chilli,Green Chilly,FAQ,30,60,45,45
Kerala,Ernakulam,Aluva,Onion,Big,FAQ,31,40,36,46.5
Kerala,Ernakulam,Aluva,Snakeguard,Snakeguard,FAQ,30,40,35,45
Kerala,Ernakulam,Aluva,Tomato,Tomato,FAQ,23,30,27,34.5
Kerala,Ernakulam,Angamaly,Banana - Green,Banana - Green,FAQ,70,80,75,105
Kerala,Ernakulam,Angamaly,Pumpkin,Pumpkin,FAQ,20,30,25,30
Kerala,Ernakulam,Ernakulam,Ashgourd,Ashgourd,FAQ,12,18,14,18
Kerala,Ernakulam,Ernakulam,Banana,Nendra Bale,Large,68,75,72,102
Kerala,Ernakulam,Koovapadi VFPCK,Banana,Nendra Bale,Large,67,70,68,100.5
Kerala,Ernakulam,Koovapadi VFPCK,Banana,Robusta,Large,31,33,32,46.5
Kerala,Ernakulam,Koovapadi VFPCK,Pineapple,Other,Large,31,35,33,46.5
Kerala,Ernakulam,Mazhuvannur VFPCK,Banana,Robusta,Large,30,36,33,45
Kerala,Ernakulam,Mazhuvannur VFPCK,Elephant Yam (Suran),Elephant Yam (Suran),FAQ,45,52,50,67.5
Kerala,Ernakulam,Mazhuvannur VFPCK,Papaya,Other,Large,15,32,28,22.5
Kerala,Ernakulam,Moovattupuzha,Banana,Nendra Bale,Large,70,75,75,105
Kerala,Ernakulam,North Paravur,Capsicum,Capsicum,FAQ,50,60,55,75
Kerala,Ernakulam,North Paravur,Colacasia,Colacasia,FAQ,50,60,55,75
Kerala,Ernakulam,North Paravur,Pineapple,Other,Medium,65,75,70,97.5
Kerala,Ernakulam,North Paravur,Ridgeguard(Tori),Other,FAQ,60,70,65,90
Kerala,Ernakulam,Perumbavoor,Ashgourd,Ashgourd,FAQ,13,23,17,19.5
Kerala,Ernakulam,Perumbavoor,Cabbage,Cabbage,FAQ,20,30,25,30
Kerala,Ernakulam,Perumbavoor,Field Pea,Field Pea,FAQ,28,38,33,42
Kerala,Ernakulam,Perumbavoor,Little gourd (Kundru),Other,FAQ,25,35,30,37.5
Kerala,Ernakulam,Perumbavoor,Pineapple,Pine Apple,Medium,37,47,40,55.5
Kerala,Ernakulam,Perumbavoor,Pumpkin,Pumpkin,FAQ,15,25,20,22.5
Kerala,Ernakulam,Piravam,Amaranthus,Other,FAQ,40,60,50,60
Kerala,Ernakulam,Piravam,Amphophalus,Other,FAQ,60,80,70,90
Kerala,Ernakulam,Piravam,Banana - Green,Other,FAQ,60,80,70,90
Kerala,Ernakulam,Piravam,Beetroot,Other,FAQ,40,60,50,60
Kerala,Ernakulam,Piravam,Bitter gourd,Other,FAQ,40,60,50,60
Kerala,Ernakulam,Piravam,Bottle gourd,Other,FAQ,20,40,30,30
Kerala,Ernakulam,Piravam,Capsicum,Other,FAQ,70,90,80,105
Kerala,Ernakulam,Piravam,Carrot,Other,FAQ,60,80,70,90
Kerala,Ernakulam,Piravam,Little gourd (Kundru),Other,FAQ,40,60,50,60
Kerala,Ernakulam,Piravam,Long Melon(Kakri),Other,FAQ,30,40,35,45
Kerala,Ernakulam,Piravam,Sweet Potato,Other,FAQ,40,60,50,60
Kerala,Ernakulam,Piravam,Water Melon,Water Melon,Large,20,40,30,30
Kerala,Ernakulam,Thrippunithura,Amphophalus,Amphophalus,FAQ,55,70,57,82.5
Kerala,Ernakulam,Thrippunithura,Ashgourd,Ashgourd,FAQ,24,40,26,36
Kerala,Ernakulam,Thrippunithura,Cabbage,Cabbage,FAQ,40,50,42,60
Kerala,Ernakulam,Thrippunithura,Capsicum,Capsicum,FAQ,80,120,90,120
Kerala,Ernakulam,Thrippunithura,Leafy Vegetable,Other,FAQ,85,100,90,127.5
Kerala,Ernakulam,Thrippunithura,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,80,90,82,120
Kerala,Ernakulam,Thrippunithura,Pineapple,Pine Apple,Medium,52,60,54,78
Kerala,Idukki,Adimali,Banana,Poovan,Large,80,80,80,120
Kerala,Idukki,Adimali,Bottle gourd,Bottle Gourd,FAQ,25,25,25,37.5
Kerala,Idukki,Adimali,Carrot,Carrot,FAQ,60,60,60,90
Kerala,Idukki,Adimali,Grapes,Black,Large,120,120,120,180
Kerala,Idukki,Kamakshi VFPCK,Bitter gourd,Bitter Gourd,FAQ,24,30,28,36
Kerala,Idukki,Kattappana,Amla(Nelli Kai),Other,FAQ,34,36,35,51
Kerala,Idukki,Kattappana,Apple,Other,Small,130,150,145,195
Kerala,Idukki,Thodupuzha,Ashgourd,Other,FAQ,12,14,14,18
Kerala,Idukki,Thodupuzha,Bitter gourd,Other,FAQ,43,45,45,64.5
Kerala,Idukki,Thodupuzha,Cloves,Other,FAQ,868,870,870,1302
Kerala,Idukki,Thodupuzha,Cocoa,Other,FAQ,116,118,118,174
Kerala,Idukki,Thodupuzha,Coffee,Other,FAQ,259,261,261,388.5
Kerala,Idukki,Thodupuzha,Grapes,Black,Large,128,130,130,192
Kerala,Idukki,Thodupuzha,Rubber,Other,FAQ,170,172,172,255
Kerala,Idukki,Thodupuzha,Water Melon,Other,Small,25,27,27,37.5
Kerala,Idukki,Vandiperiyar,Bhindi(Ladies Finger),Other,FAQ,45,46,46,67.5
Kerala,Idukki,Vandiperiyar,Bottle gourd,Bottle Gourd,FAQ,32,35,35,48
Kerala,Idukki,Vandiperiyar,Cabbage,Other,FAQ,30,32,32,45
Kerala,Idukki,Vandiperiyar,Carrot,Other,FAQ,48,52,50,72
Kerala,Idukki,Vandiperiyar,Cucumbar(Kheera),Other,FAQ,26,28,28,39
Kerala,Kannur,Irityy,Banana,Nendra Bale,Medium,68,70,69,102
Kerala,Kannur,Irityy,Black pepper,Other,FAQ,615,625,620,922.5
Kerala,Kannur,Irityy,Copra,other,FAQ,143,145,144,214.5
Kerala,Kannur,Kannur,Onion,Other,FAQ,36,38,37,54
Kerala,Kannur,Kuthuparambu,Banana,Other,Large,78,82,80,117
Kerala,Kannur,Kuthuparambu,Copra,other,FAQ,70,150,125,105
Kerala,Kannur,Payyannur,Coconut Seed,Coconut Seed,FAQ,54,56,55,81
Kerala,Kasargod,Kanjangadu,Amaranthus,Other,FAQ,48,55,50,72
Kerala,Kasargod,Kanjangadu,Banana,Other,Large,78,84,80,117
Kerala,Kasargod,Kanjangadu,Banana,Other,Small,70,76,72,105
Kerala,Kasargod,Kanjangadu,Bhindi(Ladies Finger),Bhindi,FAQ,50,56,52,75
Kerala,Kasargod,Kanjangadu,Bitter gourd,Bitter Gourd,FAQ,42,48,44,63
Kerala,Kasargod,Kanjangadu,Ginger(Green),Green Ginger,FAQ,58,65,60,87
Kerala,Kasargod,Kanjangadu,Potato,Potato,FAQ,32,38,34,48
Kerala,Kollam,Anchal,Amaranthus,Other,FAQ,45,47,46,67.5
Kerala,Kollam,Anchal,Banana,Robusta,Medium,37,39,38,55.5
Kerala,Kollam,Anchal,Bhindi(Ladies Finger),Other,FAQ,56,58,57,84
Kerala,Kollam,Anchal,Elephant Yam (Suran),Elephant Yam (Suran),FAQ,46,48,47,69
Kerala,Kollam,Anchal,Tapioca,Other,FAQ,33,35,34,49.5
Kerala,Kollam,Chathanoor,Onion,Other,FAQ,48,52,50,72
Kerala,Kollam,Chathanoor,Tomato,Other,FAQ,33,37,35,49.5
Kerala,Kottayam,Athirampuzha,Banana - Green,Banana - Green,FAQ,70,72,71,105
Kerala,Kottayam,Athirampuzha,Bhindi(Ladies Finger),Bhindi,FAQ,30,32,31,45
Kerala,Kottayam,Athirampuzha,Bitter gourd,Bitter Gourd,FAQ,58,60,59,87
Kerala,Kottayam,Athirampuzha,Cabbage,Cabbage,FAQ,25,27,26,37.5
Kerala,Kottayam,Athirampuzha,Garlic,Garlic,FAQ,200,220,210,300
Kerala,Kottayam,Athirampuzha,Green Chilli,Green Chilly,FAQ,38,40,39,57
Kerala,Kottayam,Athirampuzha,Little gourd (Kundru),Other,FAQ,28,30,29,42
Kerala,Kottayam,Athirampuzha,Onion,Big,FAQ,33,35,34,49.5
Kerala,Kottayam,Athirampuzha,Snakeguard,Snakeguard,FAQ,38,40,39,57
Kerala,Kottayam,Ettumanoor,Cucumbar(Kheera),Cucumbar,FAQ,15,17,16,22.5
Kerala,Kottayam,Ettumanoor,Onion,Big,FAQ,32,34,33,48
Kerala,Kottayam,Kanjirappally,Amphophalus,Other,FAQ,75,80,78,112.5
Kerala,Kottayam,Kanjirappally,Banana,Banana - Ripe,Medium,75,80,78,112.5
Kerala,Kottayam,Kanjirappally,Bhindi(Ladies Finger),Bhindi,FAQ,55,60,58,82.5
Kerala,Kottayam,Kanjirappally,Colacasia,Other,FAQ,75,80,78,112.5
Kerala,Kottayam,Kanjirappally,Tapioca,Tapioca,FAQ,30,35,32,45
Kerala,Kottayam,Kuruppanthura,Lemon,Lemon,FAQ,60,80,70,90
Kerala,Kottayam,Kuruppanthura,Potato,Potato,Non-FAQ,56,65,60,84
Kerala,Kottayam,Kuruppanthura,Pumpkin,Pumpkin,FAQ,15,30,20,22.5
Kerala,Kottayam,Thalayolaparambu,Banana,Banana - Ripe,Medium,70,75,72,105
Kerala,Kottayam,Thalayolaparambu,Cluster beans,Cluster Beans,FAQ,39,42,40,58.5
Kerala,Kottayam,Thalayolaparambu,Ginger(Green),Green Ginger,FAQ,39,42,40,58.5
Kerala,Kottayam,Thalayolaparambu,Green Chilli,Green Chilly,FAQ,47,50,48,70.5
Kerala,Kottayam,Thalayolaparambu,Mango,Other,Medium,48,51,49,72
Kerala,Kottayam,Thalayolaparambu,Pineapple,Pine Apple,Medium,44,47,45,66
Kerala,Kottayam,Thalayolaparambu,Potato,Other,FAQ,30,33,31,45
Kerala,Kottayam,Thalayolaparambu,Snakeguard,Snakeguard,FAQ,39,42,40,58.5
Kerala,Kozhikode(Calicut),Kallachi,Ashgourd,Ashgourd,FAQ,18,22,20,27
Kerala,Kozhikode(Calicut),Kallachi,Bottle gourd,Bottle Gourd,FAQ,28,32,30,42
Kerala,Kozhikode(Calicut),Kallachi,Drumstick,Drumstick,FAQ,98,102,100,147
Kerala,Kozhikode(Calicut),Kallachi,Green Chilli,Green Chilly,FAQ,38,42,40,57
Kerala,Kozhikode(Calicut),Mukkom,Banana,Other,Large,65,68,67,97.5
Kerala,Kozhikode(Calicut),Mukkom,Cabbage,Cabbage,FAQ,34,36,35,51
Kerala,Kozhikode(Calicut),Mukkom,Carrot,Carrot,FAQ,58,63,60,87
Kerala,Kozhikode(Calicut),Mukkom,Drumstick,Drumstick,FAQ,100,110,104,150
Kerala,Kozhikode(Calicut),Mukkom,Pineapple,Other,Large,65,70,68,97.5
Kerala,Kozhikode(Calicut),Mukkom,Pumpkin,Pumpkin,FAQ,23,28,26,34.5
Kerala,Kozhikode(Calicut),Palayam,Bottle gourd,Other,FAQ,15,15,15,22.5
Kerala,Kozhikode(Calicut),Palayam,Carrot,Other,FAQ,44,44,44,66
Kerala,Kozhikode(Calicut),Palayam,Cauliflower,Other,FAQ,16,16,16,24
Kerala,Kozhikode(Calicut),Palayam,Cucumbar(Kheera),Other,FAQ,9,10,9,13.5
Kerala,Kozhikode(Calicut),Palayam,Potato,Other,FAQ,24,25,24,36
Kerala,Kozhikode(Calicut),Perambra,Amphophalus,Amphophalus,FAQ,60,65,62,90
Kerala,Kozhikode(Calicut),Perambra,Bhindi(Ladies Finger),Other,FAQ,38,42,40,57
Kerala,Kozhikode(Calicut),Perambra,Cauliflower,Cauliflower,FAQ,30,35,32,45
Kerala,Kozhikode(Calicut),Perambra,Cucumbar(Kheera),Other,FAQ,13,15,14,19.5
Kerala,Kozhikode(Calicut),Perambra,Drumstick,Other,FAQ,120,135,130,180
Kerala,Kozhikode(Calicut),Quilandy,Banana - Green,Other,FAQ,62,63,63,93
Kerala,Kozhikode(Calicut),Quilandy,Bhindi(Ladies Finger),Other,FAQ,39,42,40,58.5
Kerala,Kozhikode(Calicut),Quilandy,Bottle gourd,Other,FAQ,28,30,30,42
Kerala,Kozhikode(Calicut),Quilandy,Brinjal,Other,FAQ,29,32,30,43.5
Kerala,Kozhikode(Calicut),Thamarassery,Tomato,Other,FAQ,19,24,21,28.5
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Cucumbar(Kheera),Cucumbar,FAQ,16,19,19,24
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Pumpkin,Pumpkin,FAQ,8,11,11,12
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Snakeguard,Snakeguard,FAQ,25,28,28,37.5
Kerala,Malappuram,Kondotty,Amphophalus,Other,FAQ,49,51,50,73.5
Kerala,Malappuram,Kondotty,Bitter gourd,Other,FAQ,43,45,44,64.5
Kerala,Malappuram,Kondotty,Cucumbar(Kheera),Other,FAQ,14,16,15,21
Kerala,Malappuram,Kondotty,Green Chilli,Other,FAQ,39,41,40,58.5
Kerala,Malappuram,Kondotty,Lemon,Other,FAQ,54,56,55,81
Kerala,Malappuram,Kondotty,Pumpkin,Other,FAQ,15,17,16,22.5
Kerala,Malappuram,Kondotty,Raddish,Other,FAQ,34,36,35,51
Kerala,Malappuram,Kondotty,Snakeguard,Other,FAQ,19,21,20,28.5
Kerala,Malappuram,Kottakkal,Banana,Nendra Bale,Large,68,70,69,102
Kerala,Malappuram,Kottakkal,Bitter gourd,Bitter Gourd,FAQ,30,32,31,45
Kerala,Malappuram,Kottakkal,Bottle gourd,Other,FAQ,18,20,19,27
Kerala,Malappuram,Kottakkal,Capsicum,Other,FAQ,43,45,44,64.5
Kerala,Malappuram,Kottakkal,Sweet Potato,Hosur Green,FAQ,28,30,29,42
Kerala,Malappuram,Perinthalmanna,Bitter gourd,Bitter Gourd,FAQ,36,40,38,54
Kerala,Malappuram,Perinthalmanna,Brinjal,Brinjal,FAQ,26,30,27,39
Kerala,Malappuram,Perinthalmanna,Capsicum,Capsicum,FAQ,56,60,58,84
Kerala,Malappuram,Perinthalmanna,Garlic,Garlic,FAQ,140,190,150,210
Kerala,Palakad,Koduvayoor,Banana,Poovan,Medium,32,36,34,48
Kerala,Palakad,Koduvayoor,Beetroot,Other,FAQ,20,24,22,30
Kerala,Palakad,Koduvayoor,Bottle gourd,Other,FAQ,14,18,16,21
Kerala,Palakad,Koduvayoor,Garlic,Other,FAQ,225,229,227,337.5
Kerala,Palakad,Koduvayoor,Onion,Big,FAQ,35,39,37,52.5
Kerala,Palakad,Koduvayoor,Pineapple,Other,Medium,52,56,54,78
Kerala,Palakad,Koduvayoor,Snakeguard,Other,FAQ,34,38,36,51
Kerala,Palakad,Koduvayoor,Tapioca,Other,FAQ,26,30,28,39
Kerala,Palakad,Palakkad,Black Gram (Urd Beans)(Whole),Black Gram Dal,FAQ,120,135,128,180
Kerala,Palakad,Palakkad,Cabbage,Cabbage,FAQ,15,20,18,22.5
Kerala,Palakad,Palakkad,Carrot,Carrot,FAQ,53,60,57,79.5
Kerala,Palakad,Palakkad,Kabuli Chana(Chickpeas-White),Kabuli Chana(Chickpeas-white),FAQ,135,150,143,202.5
Kerala,Palakad,Palakkad,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,50,60,56,75
Kerala,Palakad,Pattambi,Ashgourd,Other,FAQ,10,12,11,15
Kerala,Palakad,Pattambi,Cabbage,Other,FAQ,10,12,11,15
Kerala,Palakad,Pattambi,Carrot,Carrot,FAQ,50,55,52,75
Kerala,Palakad,Pattambi,Cucumbar(Kheera),Other,FAQ,10,12,11,15
Kerala,Palakad,Pattambi,Ginger(Green),Green Ginger,FAQ,40,50,45,60
Kerala,Palakad,Pattambi,Green Chilli,Green Chilly,FAQ,40,50,45,60
Kerala,Palakad,Pattambi,Lime,Other,Large,50,60,55,75
Kerala,Palakad,Pattambi,Onion,Big,FAQ,33,36,34,49.5
Kerala,Palakad,Puthupariyaram  VFPCK,Ginger(Green),Green Ginger,FAQ,35,35,35,52.5
Kerala,Palakad,vadakarapathy,Coconut Seed,Other,FAQ,63,65,64,94.5
Kerala,Palakad,vadakarapathy,Colacasia,Colacasia,FAQ,38,40,39,57
Kerala,Palakad,vadakarapathy,Tapioca,Other,FAQ,16,18,17,24
Kerala,Palakad,Vadakkenchery,Brinjal,Other,FAQ,50,55,52.5,75
Kerala,Palakad,Vadakkenchery,Colacasia,Other,FAQ,85,90,87.5,127.5
Kerala,Palakad,Vadakkenchery,Cowpea(Veg),Other,FAQ,70,80,75,105
Kerala,Palakad,Vadakkenchery,Ginger(Green),Other,FAQ,55,60,57.5,82.5
Kerala,Palakad,Vadakkenchery,Green Chilli,Other,FAQ,75,85,80,112.5
Kerala,Palakad,Vadakkenchery,Onion,Small,FAQ,80,85,82.5,120
Kerala,Palakad,Vadakkenchery,Potato,Other,FAQ,45,50,47.5,67.5
